Profile name,Profile type,Standard,Series description,Shape family,Overall depth h (mm),Overall width b (mm),Wall thickness t (mm),Web thickness tw (mm),Flange thickness tf (mm),Root radius r (mm),Outer corner radius ro (mm),Inner corner radius ri (mm),Mass per metre (kg/m),Perimeter (m),Cross-section area A (mm2),Shear area Av (mm2),"Shear area about y-y Av,y (mm2)","Shear area about z-z Av,z (mm2)",Second moment of area about y-y Iy (mm4),Second moment of area about z-z Iz (mm4),Radius of gyration about y-y iy (mm),Radius of gyration about z-z iz (mm),"Elastic section modulus about y-y Wel,y (mm3)","Elastic section modulus about z-z Wel,z (mm3)","Plastic section modulus about y-y Wpl,y (mm3)","Plastic section modulus about z-z Wpl,z (mm3)",Torsion constant It (mm4),Torsion modulus Wt (mm3),Warping constant Iw (mm6),Warping modulus Ww (mm4),Buckling curve,Section class,Data source URL
profile,type,standard,series,shape,h_mm,b_mm,t_mm,tw_mm,tf_mm,r_mm,ro_mm,ri_mm,weight_kg_m,perimeter_m,area_mm2,av_mm2,av_y_mm2,av_z_mm2,I_y_mm4,I_z_mm4,i_y_mm,i_z_mm,W_el_y_mm3,W_el_z_mm3,W_pl_y_mm3,W_pl_z_mm3,I_t_mm4,W_t_mm3,I_w_mm6,W_w_mm4,buckling_curve,section_class,source_url
L 100x100x10,L,BS EN 10056-1:2017,Equal leg angles,L,100,100,10,,,12,6,,15,,1920,,,,1770000,1770000,30.4,30.4,24600,24600,,,69700,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 100x100x8,L,BS EN 10056-1:2017,Equal leg angles,L,100,100,8,,,12,6,,12.2,,1550,,,,1450000,1450000,30.6,30.6,19900,19900,,,36800,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 90x90x12,L,BS EN 10056-1:2017,Equal leg angles,L,90,90,12,,,11,5.5,,15.9,,2030,,,,1490000,1490000,27.1,27.1,23500,23500,,,105000,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 90x90x10,L,BS EN 10056-1:2017,Equal leg angles,L,90,90,10,,,11,5.5,,13.4,,1710.0000000000002,,,,1270000,1270000,27.2,27.2,19800,19800,,,62000,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 90x90x8,L,BS EN 10056-1:2017,Equal leg angles,L,90,90,8,,,11,5.5,,10.9,,1390,,,,1040000,1040000,27.4,27.4,16100.000000000002,16100.000000000002,,,32800,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 90x90x7,L,BS EN 10056-1:2017,Equal leg angles,L,90,90,7,,,11,5.5,,9.61,,1220,,,,926000,926000,27.5,27.5,14100,14100,,,22400.000000000004,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 80x80x10,L,BS EN 10056-1:2017,Equal leg angles,L,80,80,10,,,10,5,,11.9,,1510,,,,875000,875000,24.1,24.1,15400,15400,,,54500,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 80x80x8,L,BS EN 10056-1:2017,Equal leg angles,L,80,80,8,,,10,5,,9.63,,1230,,,,722000,722000,24.3,24.3,12600,12600,,,28800,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 75x75x8,L,BS EN 10056-1:2017,Equal leg angles,L,75,75,8,,,9,4.5,,8.99,,1140,,,,591000,591000,22.7,22.7,11000,11000,,,26500,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 75x75x6,L,BS EN 10056-1:2017,Equal leg angles,L,75,75,6,,,9,4.5,,6.85,,873,,,,458000,458000,22.9,22.9,8410,8410,,,11700,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 70x70x7,L,BS EN 10056-1:2017,Equal leg angles,L,70,70,7,,,9,4.5,,7.38,,940,,,,423000,423000,21.2,21.2,8410,8410,,,16900,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 70x70x6,L,BS EN 10056-1:2017,Equal leg angles,L,70,70,6,,,9,4.5,,6.38,,813.0000000000001,,,,369000,369000,21.3,21.3,7270,7270,,,10900,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 65x65x7,L,BS EN 10056-1:2017,Equal leg angles,L,65,65,7,,,9,4.5,,6.83,,873,,,,334000,334000,19.6,19.6,7180,7180,,,15800,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 60x60x8,L,BS EN 10056-1:2017,Equal leg angles,L,60,60,8,,,8,4,,7.09,,902.9999999999999,,,,292000,292000,18,18,6890,6890,,,20900,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 60x60x6,L,BS EN 10056-1:2017,Equal leg angles,L,60,60,6,,,8,4,,5.42,,691,,,,228000,228000,18.2,18.2,5290,5290,,,9220,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 60x60x5,L,BS EN 10056-1:2017,Equal leg angles,L,60,60,5,,,8,4,,4.57,,582,,,,194000,194000,18.2,18.2,4450,4450,,,5500,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 50x50x6,L,BS EN 10056-1:2017,Equal leg angles,L,50,50,6,,,7,3.5,,4.47,,569,,,,128000,128000,15,15,3610,3610,,,7550,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 50x50x5,L,BS EN 10056-1:2017,Equal leg angles,L,50,50,5,,,7,3.5,,3.77,,480,,,,110000,110000,15.1,15.1,3050,3050,,,4500,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 50x50x4,L,BS EN 10056-1:2017,Equal leg angles,L,50,50,4,,,7,3.5,,3.06,,389,,,,89700,89700,15.2,15.2,2460,2460,,,2400,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 45x45x4.5,L,BS EN 10056-1:2017,Equal leg angles,L,45,45,4.5,,,7,3.5,,3.06,,390,,,,71400,71400,13.5,13.5,2200,2200,,,3040,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 40x40x5,L,BS EN 10056-1:2017,Equal leg angles,L,40,40,5,,,6,3,,2.97,,379,,,,54300,54300,12,12,1910,1910,,,3520,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 40x40x4,L,BS EN 10056-1:2017,Equal leg angles,L,40,40,4,,,6,3,,2.42,,308,,,,44700,44700,12.1,12.1,1550,1550,,,1880,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 35x35x4,L,BS EN 10056-1:2017,Equal leg angles,L,35,35,4,,,5,2.5,,2.09,,267,,,,29500,29500,10.5,10.5,1180,1180,,,1580,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 30x30x4,L,BS EN 10056-1:2017,Equal leg angles,L,30,30,4,,,5,2.5,,1.78,,227,,,,18000,18000,8.92,8.92,850,850,,,1370,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 30x30x3,L,BS EN 10056-1:2017,Equal leg angles,L,30,30,3,,,5,2.5,,1.36,,174,,,,14000,14000,8.99,8.99,649,649,,,610,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 25x25x4,L,BS EN 10056-1:2017,Equal leg angles,L,25,25,4,,,3.5,1.75,,1.45,,185,,,,10200,10200,7.41,7.41,586,586,,,1070,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 25x25x3,L,BS EN 10056-1:2017,Equal leg angles,L,25,25,3,,,3.5,1.75,,1.12,,142,,,,8030.000000000001,8030.000000000001,7.51,7.51,452,452,,,470,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
L 20x20x3,L,BS EN 10056-1:2017,Equal leg angles,L,20,20,3,,,3.5,1.75,,0.88,,112.00000000000001,,,,3920,3920,5.9,5.9,279,279,,,380,,,,,,https://www.steelforlifebluebook.co.uk/l-equal/ec3-ukna/section-properties-dimensions-properties
